Category,Case Number,Month,Crime Date and Time,Report Date,Location,Incident Description,Residential Occurance,Disposition,Addressess-updated-v-2_Address (AllAddressesCombined),Addressess-updated-v-2_Bldg Name,Addressess-updated-v-2_Bldg Name (AllAddressesCombined),Addressess-updated-v-2_Bldg No.,Addressess-updated-v-2_Bldg No. (AllAddressesCombined),Addressess-updated-v-2_City,Addressess-updated-v-2_City (AllAddressesCombined),Addressess-updated-v-2_Code,Addressess-updated-v-2_Code (AllAddressesCombined),Addressess-updated-v-2_GIS Comments,Addressess-updated-v-2_State,Addressess-updated-v-2_State (AllAddressesCombined),Addressess-updated-v-2_Zip,Addressess-updated-v-2_LatDiff,Addressess-updated-v-2_LongDiff,Lat,Long,LATITUDE,LONGITUDE
Assault,CSA20130052,11,11/25/2013 - 6:50pm,11/25/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20133222,11,11/12/2013 - 10:00am,11/26/2013,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
All Other Offenses,20133224,11,11/26/2013 - 2:50pm,11/26/2013,301 HILLTOP AVE,INDECENT EXPOSURE 2ND/M,No,Open,301 HILLTOP AVE,Parking Garage No 2,Parking Garage No 2,198,198,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033407,-84.50395,38.033407,-84.50395,38,-85
Burglary,20133223,11,11/24/2013 - 5:00pm,11/26/2013,758 WOODLAND AVE,BURGLARY 2ND/F,Yes,Open,758 WOODLAND AVE,Kirwan Tower,Kirwan Tower,149,149,Lexington,Lexington,0,0,KY,KY,40526,40526,38.029441,-84.502532,38.029441,-84.502532,38,-85
Drug Violations,20133227,11,11/27/2013 - 12:28am,11/27/2013,NICHOLASVILLE RD & FARM RD,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA-BUY/POSSESS/M, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL, UNLAWFUL TRANSACTION W/MINOR 3RD/M, FAILURE TO ILLUMINATE HEADLAMPS, INSTRUCTIONAL PERMIT VIOLATIONS, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEHICLE PROHIBITED, FLEEING/EVADING POLICE 2ND (ON FOOT)/M, TBUT OR DISP ALL OTHERS U/$500/M",No,Citation issued,,,,,,,,,,,,,,,,,,,
Theft,CSA20130053,11,11/07/2013 - 12:00am,11/27/2013,597 SOUTH UPPER ST,TBUT FROM BUILDING U/$500/M,No,Closed - CSA,597 SOUTH UPPER ST,Taylor Education Bldg,Taylor Education Bldg,1,1,Lexington,Lexington,0,0,KY,KY,40506,40506,38.041566,-84.505987,38.041566,-84.505987,38,-85
Drug Violations,20133229,11,11/27/2013 - 10:15am,11/27/2013,340 HILLTOP AVE,DRUG PARAPHERNALIA - BUY/POSSESS/M,Yes,Citation issued,340 HILLTOP AVE,Central Residence Hall I,Central Residence Hall I,80,80,Lexington,Lexington,1,1,KY,KY,40506,40506,38.032549,-84.503017,38.032549,-84.503017,38,-85
DUI,20133234,11,11/28/2013 - 3:19am,11/28/2013,SOUTH LIMESTONE ST & WINSLOW ST,"CARELESS DRIVING, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Drug Violations,20133233,11,11/28/2013 - 1:35am,11/28/2013,EAST MAXWELL ST & ROSE ST,"NO REGISTRATION PLATES, DRUG PARAPHERNALIA-BUY/POSSESS/M",No,Citation issued,,,,,,,,,,,,,,,,,,,
DUI,20133236,11,11/29/2013 - 2:41am,11/29/2013,NICHOLASVILLE RD & ALUMNI DR,"SPEEDING 21 MPH OVER LIMIT, FAILURE TO PRODUCE INSURANCE CARD, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, POSS OPEN ALC BEVERAGE CONTAIN IN MOTOR VEH PROHIBITED",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,CSA20130054,11,11/29/2013 - 11:35am,11/29/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130055,11,11/29/2013 - 1:52pm,11/29/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130056,11,11/29/2013 - 3:45pm,11/29/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130057,11,11/29/2013 - 1:56pm,11/29/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
DUI,20133241,11,11/30/2013 - 3:19am,11/30/2013,NICHOLASVILLE RD & SHAWNEE PLACE,"ONE HEADLIGHT, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 1ST AGG CIRCUM/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Disorderly Conduct,20133244,11,11/30/2013 - 8:33pm,11/30/2013,1540 UNIVERSITY DR,DISORDERLY CONDUCT 2ND/M,No,Cleared By Arrest,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
DUI,20133245,12,12/01/2013 - 12:51am,12/1/2013,SOUTH LIMESTONE ST & TRANSCRIPT AVE,"DISREGARDING TRAFFIC CONTROL DEVICE, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 1ST AGG CIRCUM/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
DUI,20133246,12,12/01/2013 - 3:27am,12/1/2013,EAST MAXWELL ST & STONE AVE,"OPERATING ON SUS OR REV OL/M, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M, FAILURE TO PRODUCE INSURANCE CARD",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Trespass,20133247,12,12/01/2013 - 9:00am,12/1/2013,310 SOUTH LIMESTONE ST,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20133249,12,12/01/2013 - 10:00am,12/1/2013,1000 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
All Other Offenses,20131920853,12,12/01/2013 - 9:45pm,12/1/2013,VARIOUS LOCATIONS,"STALKING, HARASSING COMMUNICATIONS",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
DUI,20133254,12,12/02/2013 - 3:11am,12/2/2013,SOUTH LIMESTONE ST & VIRGINIA AVE,"SPEEDING 21 MPH OVER LIMIT, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 1ST AGG CIRCUM/M, FAILURE TO NOTIFY ADRS CHANGE TO DEPT OF TRANS/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20133257,12,12/02/2013 - 12:30pm,12/2/2013,404 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20133259,12,12/02/2013 - 8:00am,12/2/2013,LINDEN WALK,CRIMINAL MISCHIEF 2ND/M,No,Closed,,,,,,,,,,,,,,,,,,,
Theft,20133260,12,11/29/2013 - 4:00pm,12/2/2013,140 PATTERSON DR,TBUT OR DISP BICYCLES U/$500/M,No,Closed,140 PATTERSON DR,White Hall Classroom Bldg,White Hall Classroom Bldg,25,25,Lexington,Lexington,0,0,KY,KY,40506,40506,38.038113,-84.503779,38.038113,-84.503779,38,-85
Theft,20133262,12,11/26/2013 - 5:00pm,12/2/2013,430 COMPLEX DR,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,430 COMPLEX DR,Bernard Johnson Student Rec Ctr,Bernard Johnson Student Rec Ctr,220,220,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029363,-84.505258,38.029363,-84.505258,38,-85
All Other Offenses,2013192784,12,12/02/2013 - 11:30pm,12/2/2013,TATES CREEK RD & MONTCLAIR DR,"RECKLESS DRIVING, FLEEING/EVADING POLICE 1ST MOTOR VEHICLE, WANTON ENDANGERMENT 1ST, RECEIVING STOLEN PROPERTY (FIREARM), POSS OF HANDGUN BY MINOR 1ST, TAMPERING W/PHYSICAL EVIDENCE, TRAFF IN CONT SUB, 1D1O LESS4GMS COCAINE",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Theft,20133258,12,11/13/2013 - 2:00pm,12/2/2013,UNIVERSITY DR,TBUT OR DISP OF BICYCLE U/$500/M,No,Closed,,,,,,,,,,,,,,,,,,,
Assault,CSA20130058,12,12/02/2013 - 6:00pm,12/2/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130059,12,12/02/2013 - 5:40pm,12/2/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Drug Violations,20133267,12,12/03/2013 - 12:32am,12/3/2013,ALUMNI DR & UNIVERSITY DR,"DISREGARDING STOP SIGN, POSS OF MARIJUANA/M",No,Citation issued,,,,,,,,,,,,,,,,,,,
Assault,20133269,12,12/02/2013 - 5:30pm,12/3/2013,800 ROSE ST,ASSAULT 4TH MINOR INJURY/M,No,Closed - Cleared By Exception,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Assault,201350853,12,12/03/2013 - 8:00pm,12/3/2013,310 SOUTH LIMESTONE ST,ASSAULT 4TH,No,Closed - N/A,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Criminal Mischief,2013191839,12,12/01/2013 - 2:00am,12/3/2013,236 LEXINGTON AVE,CRIMINAL MISCHIEF 2ND/M,No,Closed - Lexington Police Report,236 LEXINGTON AVE,Phi Kappa Tau Fraternity,Alpha Omicron Pi Sorority,Lexington,Lexington,KY,KY,40508,40508,38.038245,-84.49868,-0.004179,38.042424,-0.003057,,-0.003057,,0,
Assault,CSA20130061,12,12/03/2013 - 10:50am,12/3/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130062,12,12/03/2013 - 7:25pm,12/3/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
DUI,20133276,12,12/04/2013 - 2:49am,12/4/2013,NICHOLASVILLE RD & FARM RD,OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20133284,12,12/04/2013 - 1:50pm,12/4/2013,140 PATTERSON DR,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed,140 PATTERSON DR,White Hall Classroom Bldg,White Hall Classroom Bldg,25,25,Lexington,Lexington,0,0,KY,KY,40506,40506,38.038113,-84.503779,38.038113,-84.503779,38,-85
Burglary,20133287,12,12/04/2013 - 8:00pm,12/4/2013,1401 NICHOLASVILLE RD,BURGLARY 3RD/F,No,Open,1401 NICHOLASVILLE RD,Residental Medical Research,Residental Medical Research,9838,9838,Lexington,Lexington,98,98,KY,KY,40503,40503,,,,,,
Theft,20133279,12,11/26/2013 - 5:00pm,12/4/2013,232 EAST MAXWELL ST,TBUT DISP ALL OTHERS U/$500/M,No,Closed,232 EAST MAXWELL ST,Raymond F. Betts House,Raymond F. Betts House,344,344,Lexington,Lexington,0,0,KY,KY,40508,40508,38.040684,-84.498222,38.040684,-84.498222,38,-84
Theft,20133281,12,12/04/2013 - 8:00am,12/4/2013,1000 SOUTH LIMESTONE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Assault,CSA20130060,12,11/29/2013 - 10:00pm,12/4/2013,1000 SOUTH LIMESTONE ST,ASSAULT 4TH,No,Closed - CSA,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Assault,CSA20130063,12,12/04/2013 - 12:29pm,12/4/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20133277,12,11/27/2013 - 4:00pm,12/4/2013,1000 SOUTH LIMESTONE ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Alcohol Intoxication,2013193420,12,12/04/2013 - 12:23am,12/5/2013,PINE ST & JERSEY ST,"ALCOHOL INTOX IN PUBLIC PLACE-3RD OR > OFF W/12 MO, BEGGING OR SOLICITING ALMS OR MONEY PROHIBITED, CRIMINAL TRESPASSING-3RD DEGREE, RESISTING ARREST",No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Assault,CSA20130064,12,12/05/2013 - 5:18am,12/5/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20133292,12,12/05/2013 - 7:56am,12/5/2013,740 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Open,740 SOUTH LIMESTONE ST,Kentucky Clinic,Kentucky Clinic,284,284,Lexington,Lexington,0,0,KY,KY,40536,40536,38.033829,-84.507915,38.033829,-84.507915,38,-85
Burglary,20133294,12,12/05/2013 - 8:30am,12/5/2013,138 LEADER AVE,BURGLARY 3RD/F,No,Open,138 LEADER AVE,College of Medicine Building,College of Medicine Building,9983,9983,Lexington,Lexington,1,1,KY,KY,40508,40508,38.033326,-84.510511,38.033326,-84.510511,38,-85
Theft,20133296,12,11/18/2013 - 8:00am,12/5/2013,447 PENNSYLVANIA AVE,TBUT OR DISP ALL OTHERS U/$500/M,Yes,Closed,447 PENNSYLVANIA AVE,Sigma Chi Fraternity House,Sigma Chi Fraternity House,504,504,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034093,-84.499492,38.034093,-84.499492,38,-84
Theft,20133301,12,12/05/2013 - 1:30pm,12/5/2013,1000 SOUTH LIMESTONE ST,"TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Drug Violations,20133303,12,12/05/2013 - 10:00pm,12/5/2013,758 WOODLAND AVE,DRUG PARAPHERNALIA - BUY/POSSESS/M,Yes,Citation issued,758 WOODLAND AVE,Kirwan Tower,Kirwan Tower,149,149,Lexington,Lexington,0,0,KY,KY,40526,40526,38.029441,-84.502532,38.029441,-84.502532,38,-85
Assault,20133304,12,12/05/2013 - 11:39pm,12/5/2013,769 WOODLAND AVE,ASSAULT 4TH MINOR INJURY/M,Yes,Open,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Harassing Communications,20133293,12,12/02/2013 - 2:03pm,12/5/2013,406 ADMINISTRATION DR,HARASSING COMMUNICATIONS/M,No,Closed,406 ADMINISTRATION DR,Frazee Hall,Frazee Hall,31,31,Lexington,Lexington,0,0,KY,KY,40506,40506,38.03902,-84.505081,38.03902,-84.505081,38,-85
Theft,20133297,12,12/04/2013 - 2:00pm,12/5/2013,SCOTT ST,TBUT OR DISP ALL OTHERS U/$500/M,No,Open,,,,,,,,,,,,,,,,,,,
Assault,CSA20130065,12,12/05/2013 - 5:00pm,12/5/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130066,12,12/05/2013 - 3:50pm,12/5/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Alcohol Intoxication,201351120,12,12/06/2013 - 12:12am,12/6/2013,COLUMBIA AVE & PENNSYLVANIA TER,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,2013193753,12,12/04/2013 - 3:35pm,12/6/2013,SOUTH LIMESTONE ST & EAST MAXWELL ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Assault,CSA20130067,12,12/06/2013 - 9:25am,12/6/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130068,12,12/06/2013 - 10:15am,12/6/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Burglary,20133307,12,12/06/2013 - 8:45am,12/6/2013,550 SOUTH LIMESTONE ST,BURGLARY 3RD/F,No,Open,550 SOUTH LIMESTONE ST,Carol Martin Gatton Business & Economics Bldg,Carol Martin Gatton Business & Economics Bldg,34,34,Lexington,Lexington,0,0,KY,KY,40506,40506,38.037898,-84.506628,38.037898,-84.506628,38,-85
Liquor Law Violation,20133311,12,12/06/2013 - 11:12pm,12/6/2013,319 COLUMBIA AVE,"PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL, ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE), DISORDERLY CONDUCT 2ND/M, HARASSMENT - PHYSICAL CONTACT - NO INJURY/M, RESISTING ARREST/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
All Other Offenses,20133312,12,12/06/2013 - 11:55pm,12/6/2013,701 SPORTS CENTER DR,INDECENT EXPOSURE 2ND/M,No,Closed,701 SPORTS CENTER DR,Dale E Baldwin Bldg,Dale E Baldwin Bldg,566,566,Lexington,Lexington,0,0,KY,KY,40526,40526,38.027044,-84.500178,38.027044,-84.500178,38,-85
Assault,20133313,12,12/07/2013 - 2:45am,12/7/2013,456 ROSE ST,ASSAULT 4TH (MINOR INJURY)/M,No,Open,456 ROSE ST,Chi Omega Sorority,Chi Omega Sorority,67,67,Lexington,Lexington,0,0,KY,KY,40508,40508,38.03646,-84.501689,38.03646,-84.501689,38,-85
Assault,2013195264,12,12/07/2013 - 2:15am,12/7/2013,EAST MAXWELL ST & SOUTH MLK BLVD,ASSAULT 2ND/F,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20133320,12,12/08/2013 - 12:04am,12/8/2013,1540 UNIVERSITY DR,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
Drug Violations,20133321,12,12/08/2013 - 12:33pm,12/8/2013,1540 UNIVERSITY DR,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M, PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL",No,Citation issued,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
Drug Violations,20133322,12,12/08/2013 - 1:02am,12/8/2013,756 WOODLAND AVE,"DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS OF MARIJUANA/M",No,Citation issued,756 WOODLAND AVE,Kirwan IV,Kirwan IV,148,148,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03106,-84.500878,38.03106,-84.500878,38,-85
Alcohol Intoxication,20133323,12,12/08/2013 - 3:11am,12/8/2013,1000 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Assault,20133325,12,12/08/2013 - 12:45pm,12/8/2013,310 SOUTH LIMESTONE ST,"ASSAULT 4TH (MINOR INJURY)/M, ASSAULT 4TH (NO VISIBLE INJURY)/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20133332,12,11/08/2013 - 8:00am,12/8/2013,769 WOODLAND AVE,"RECEIVING STOLEN PROPERTY U/$10,000/F, TBUT OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000/F",Yes,Citation issued,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Assault,20133333,12,12/08/2013 - 7:00pm,12/8/2013,UNIVERSITY CT,ASSAULT 4TH (MINOR INJURY)/M,No,Unfounded,,,,,,,,,,,,,,,,,,,
Sex Offenses,20133329,12,12/07/2013 - 12:50am,12/8/2013,WOODLAND AVE,"HARASSMENT - PHYSICAL CONTACT - NO INJURY/M, SODOMY 1ST/F",Yes,Open,,,,,,,,,,,,,,,,,,,
DUI,20133334,12,12/09/2013 - 2:28am,12/9/2013,SOUTH LIMESTONE ST & CONN TERR,"CARELESS DRIVING, NO OPERATORS-MOPED LICENSE/M, OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC .08 (AGG CIRCUM) 1ST/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20133342,12,12/04/2013 - 11:00am,12/9/2013,769 WOODLAND AVE,TBUT OR DISP FROM BUILDING U/$500/M,Yes,Closed,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Theft,20133343,12,12/09/2013 - 7:00pm,12/9/2013,721 SPORTS CENTER DR,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500/M,No,Open,721 SPORTS CENTER DR,Parking Garage No 7,Parking Garage No 7,572,572,Lexington,Lexington,0,0,KY,KY,40506,40506,38.027044,-84.500178,38.027044,-84.500178,38,-85
Theft,20133337,12,12/09/2013 - 10:30am,12/9/2013,404 SOUTH LIMESTONE ST,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed,,,,,,,,,,,,,,,,,,,
Assault,CSA20130074,12,12/09/2013 - 1:00pm,12/9/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130075,12,12/09/2013 - 3:52pm,12/9/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20130076,12,12/09/2013 - 5:35pm,12/9/2013,1350 BULL LEA RD,ASSAULT 4TH,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Motor Vehicle Theft,2013-0-689,12,12/08/2013 - 10:00am,12/9/2013,"380 J.M. FELTNER RD, LONDON, KY","TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F, TBUT OR DISP AUTO $10,000 OR MORE BUT U/$1,0,000/F, CRIMINAL MISCHIEF 1ST/F (ORIGINAL REPORT WAS CSA20130073)",No,Closed - Other Agency Report,,,,,,,,,,,,,,,,,,,
